1760719025.720796 server started (17848): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760719025.720829 on Darwin 23.4.0 Darwin Kernel Version 23.4.0: Wed Feb 21 21:51:37 PST 2024; root:xnu-10063.101.15~2/RELEASE_ARM64_T8112
1760719025.720835 using libevent 2.1.12-stable select
1760719025.720842 using utf8proc 2.11.0
1760719025.720847 using ncurses 6.5 20240427
1760719025.777487 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1760719025.777490 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1760719025.777493 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1760719025.777507 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1760719025.777511 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1760719025.777514 format_replace: modifier 0 is &&
1760719025.777516 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1760719025.777519 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1760719025.777521 format_replace: modifier 0 is ||
1760719025.777523 format_expand1: expanding format: #{window_activity_flag}
1760719025.777525 format_expand1: found #{}: window_activity_flag
1760719025.777529 format_replace: format 'window_activity_flag' found: 0
1760719025.777531 format_replace: replaced 'window_activity_flag' with '0'
1760719025.777533 format_expand1: result is: 0
1760719025.777535 format_expand1: expanding format: #{window_silence_flag}
1760719025.777538 format_expand1: found #{}: window_silence_flag
1760719025.777541 format_replace: format 'window_silence_flag' found: 0
1760719025.777543 format_replace: replaced 'window_silence_flag' with '0'
1760719025.777545 format_expand1: result is: 0
1760719025.777547 format_replace: compare || left is: 0
1760719025.777549 format_replace: compare || right is: 0
1760719025.777551 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1760719025.777553 format_expand1: result is: 0
1760719025.777556 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1760719025.777558 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1760719025.777560 format_replace: modifier 0 is !=
1760719025.777562 format_expand1: expanding format: #{E:window-status-activity-style}
1760719025.777564 format_expand1: found #{}: E:window-status-activity-style
1760719025.777566 format_replace: modifier 0 is E
1760719025.777569 format_replace: format 'window-status-activity-style' found: reverse
1760719025.777571 format_expand1: expanding format: reverse
1760719025.777573 format_expand1: result is: reverse
1760719025.777575 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1760719025.777577 format_expand1: result is: reverse
1760719025.777579 format_expand1: expanding format: default
1760719025.777581 format_expand1: result is: default
1760719025.777583 format_replace: compare != left is: reverse
1760719025.777585 format_replace: compare != right is: default
1760719025.777588 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1760719025.777590 format_expand1: result is: 1
1760719025.777592 format_replace: compare && left is: 0
1760719025.777594 format_replace: compare && right is: 1
1760719025.777596 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1760719025.777598 format_expand1: result is: 0
1760719025.777601 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1760719025.777604 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1760719025.777606 format_expand1: result is: 
1760719025.777610 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1760719025.777612 format_expand1: found #*1[
1760719025.777615 format_expand1: found #{}: T:window-status-current-format
1760719025.777617 format_replace: modifier 0 is T
1760719025.777619 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1760719025.777625 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1760719025.777627 format_expand1: found #I: window_index
1760719025.777630 format_replace: format 'window_index' found: 0
1760719025.777632 format_replace: replaced 'window_index' with '0'
1760719025.777635 format_expand1: found #W: window_name
1760719025.777638 format_replace: format 'window_name' found: zsh
1760719025.777640 format_replace: replaced 'window_name' with 'zsh'
1760719025.777642 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1760719025.777644 format_replace: condition is: window_flags
1760719025.777647 format_replace: condition 'window_flags' found: *
1760719025.777649 format_replace: condition 'window_flags' is true
1760719025.777651 format_expand1: expanding format: #{window_flags}
1760719025.777654 format_expand1: found #{}: window_flags
1760719025.777656 format_replace: format 'window_flags' found: *
1760719025.777658 format_replace: replaced 'window_flags' with '*'
1760719025.777661 format_expand1: result is: *
1760719025.777663 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1760719025.777665 format_expand1: result is: 0:zsh*
1760719025.777667 format_replace: replaced 'T:window-status-current-format' with '0:zsh*'
1760719025.777669 format_expand1: found #*1[
1760719025.777672 format_expand1: found #*1[
1760719025.777674 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1760719025.777676 format_replace: condition is: window_end_flag
1760719025.777679 format_replace: condition 'window_end_flag' found: 1
1760719025.777681 format_replace: condition 'window_end_flag' is true
1760719025.777684 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1760719025.777686 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]
1760719025.777688 unref client 0x13b00be00 (3 references)
1760719025.777696 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]'
1760719025.777699 format_expand1: found #*1[
1760719025.777701 format_expand1: found #{}: E:status-right-style
1760719025.777703 format_replace: modifier 0 is E
1760719025.777706 format_replace: format 'status-right-style' found: default
1760719025.777708 format_expand1: expanding format: default
1760719025.777710 format_expand1: result is: default
1760719025.777712 format_replace: replaced 'E:status-right-style' with 'default'
1760719025.777714 format_expand1: found #*1[
1760719025.777717 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1760719025.777719 format_expand1: expanding format: #{status-right-length}
1760719025.777721 format_expand1: found #{}: status-right-length
1760719025.777724 format_replace: format 'status-right-length' found: 40
1760719025.777727 format_replace: replaced 'status-right-length' with '40'
1760719025.777731 format_expand1: result is: 40
1760719025.777734 format_replace: modifier 0 is T
1760719025.777735 format_replace: modifier 1 is =
1760719025.777738 format_replace: modifier 1 argument 0: 40
1760719025.777741 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1760719025.777743 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1760719025.777853 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 13:37 17-Oct-25
1760719025.777856 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1760719025.777859 format_replace: condition is: window_bigger
1760719025.777862 format_replace: condition 'window_bigger' found: 0
1760719025.777864 format_replace: condition 'window_bigger' is false
1760719025.777867 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1760719025.777869 format_expand1: found #{}: =21:pane_title
1760719025.777871 format_expand1: expanding format: 21
1760719025.777873 format_expand1: result is: 21
1760719025.777875 format_replace: modifier 0 is =
1760719025.777878 format_replace: modifier 0 argument 0: 21
1760719025.777882 format_replace: format 'pane_title' found: Cristians-MacBook-Air.local
1760719025.777884 format_replace: applied length limit 21: Cristians-MacBook-Air
1760719025.777886 format_replace: replaced '=21:pane_title' with 'Cristians-MacBook-Air'
1760719025.777889 format_expand1: result is: "Cristians-MacBook-Air" 13:37 17-Oct-25
1760719025.777891 format_replace: applied length limit 40: "Cristians-MacBook-Air" 13:37 17-Oct-25
1760719025.777894 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"Cristians-MacBook-Air" 13:37 17-Oct-25'
1760719025.777896 format_expand1: found #*1[
1760719025.777898 format_expand1: found #*1[
1760719025.777902 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"Cristians-MacBook-Air" 13:37 17-Oct-25#[pop-default]#[norange default]
1760719025.777905 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1760719025.777907 unref client 0x13b00be00 (2 references)
1760719025.777909 status_redraw exit: force=0, changed=0
1760719025.777912 screen_redraw_set_context: /dev/ttys005 @0 ox=0 oy=0 sx=112 sy=16 1/0
1760719025.777914 /dev/ttys005: \033[?25l
1760719025.777917 /dev/ttys005: current mode CURSOR,WRAP
1760719025.777919 /dev/ttys005: setting mode WRAP
1760719025.777921 /dev/ttys005: redrawing borders
1760719025.777922 screen_redraw_draw_borders: /dev/ttys005 @0
1760719025.777936 /dev/ttys005: redrawing panes
1760719025.777937 screen_redraw_draw_panes: /dev/ttys005 @0
1760719025.777939 screen_redraw_draw_pane: /dev/ttys005 @0 %0
1760719025.777942 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,0 at 0,0, width 112
1760719025.777944 tty_draw_line: px=0 py=0 nx=112 atx=0 aty=0
1760719025.777946 tty_draw_line: defaults: fg=8, bg=8
1760719025.777948 tty_draw_line: 112 to end of line (0 cleared)
1760719025.777951 tty_clear_line: /dev/ttys005, 112 at 0,0
1760719025.777953 /dev/ttys005: \033[K
1760719025.777955 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,1 at 0,1, width 112
1760719025.777957 tty_draw_line: px=0 py=1 nx=112 atx=0 aty=1
1760719025.777959 tty_draw_line: defaults: fg=8, bg=8
1760719025.777961 tty_draw_line: 112 to end of line (0 cleared)
1760719025.777963 tty_clear_line: /dev/ttys005, 112 at 0,1
1760719025.777965 /dev/ttys005: \r
1760719025.777967 /dev/ttys005: \n
1760719025.777969 /dev/ttys005: \033[K
1760719025.777971 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,2 at 0,2, width 112
1760719025.777976 tty_draw_line: px=0 py=2 nx=112 atx=0 aty=2
1760719025.777978 tty_draw_line: defaults: fg=8, bg=8
1760719025.777979 tty_draw_line: 112 to end of line (0 cleared)
1760719025.777981 tty_clear_line: /dev/ttys005, 112 at 0,2
1760719025.777983 /dev/ttys005: \r
1760719025.777985 /dev/ttys005: \n
1760719025.777987 /dev/ttys005: \033[K
1760719025.777989 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,3 at 0,3, width 112
1760719025.777991 tty_draw_line: px=0 py=3 nx=112 atx=0 aty=3
1760719025.777993 tty_draw_line: defaults: fg=8, bg=8
1760719025.777995 tty_draw_line: 112 to end of line (0 cleared)
1760719025.777997 tty_clear_line: /dev/ttys005, 112 at 0,3
1760719025.777999 /dev/ttys005: \r
1760719025.778000 /dev/ttys005: \n
1760719025.778002 /dev/ttys005: \033[K
1760719025.778004 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,4 at 0,4, width 112
1760719025.778006 tty_draw_line: px=0 py=4 nx=112 atx=0 aty=4
1760719025.778008 tty_draw_line: defaults: fg=8, bg=8
1760719025.778010 tty_draw_line: 112 to end of line (0 cleared)
1760719025.778012 tty_clear_line: /dev/ttys005, 112 at 0,4
1760719025.778013 /dev/ttys005: \r
1760719025.778015 /dev/ttys005: \n
1760719025.778017 /dev/ttys005: \033[K
1760719025.778019 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,5 at 0,5, width 112
1760719025.778021 tty_draw_line: px=0 py=5 nx=112 atx=0 aty=5
1760719025.778022 tty_draw_line: defaults: fg=8, bg=8
1760719025.778024 tty_draw_line: 112 to end of line (0 cleared)
1760719025.778026 tty_clear_line: /dev/ttys005, 112 at 0,5
1760719025.778028 /dev/ttys005: \r
1760719025.778030 /dev/ttys005: \n
1760719025.778031 /dev/ttys005: \033[K
1760719025.778033 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,6 at 0,6, width 112
1760719025.778035 tty_draw_line: px=0 py=6 nx=112 atx=0 aty=6
1760719025.778037 tty_draw_line: defaults: fg=8, bg=8
1760719025.778039 tty_draw_line: 112 to end of line (0 cleared)
1760719025.778041 tty_clear_line: /dev/ttys005, 112 at 0,6
1760719025.778042 /dev/ttys005: \r
1760719025.778044 /dev/ttys005: \n
1760719025.778046 /dev/ttys005: \033[K
1760719025.778048 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,7 at 0,7, width 112
1760719025.778050 tty_draw_line: px=0 py=7 nx=112 atx=0 aty=7
1760719025.778052 tty_draw_line: defaults: fg=8, bg=8
1760719025.778054 tty_draw_line: 112 to end of line (0 cleared)
1760719025.778055 tty_clear_line: /dev/ttys005, 112 at 0,7
1760719025.778057 /dev/ttys005: \r
1760719025.778059 /dev/ttys005: \n
1760719025.778061 /dev/ttys005: \033[K
1760719025.778063 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,8 at 0,8, width 112
1760719025.778064 tty_draw_line: px=0 py=8 nx=112 atx=0 aty=8
1760719025.778066 tty_draw_line: defaults: fg=8, bg=8
1760719025.778068 tty_draw_line: 112 to end of line (0 cleared)
1760719025.778070 tty_clear_line: /dev/ttys005, 112 at 0,8
1760719025.778072 /dev/ttys005: \r
1760719025.778073 /dev/ttys005: \n
1760719025.778075 /dev/ttys005: \033[K
1760719025.778077 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,9 at 0,9, width 112
1760719025.778079 tty_draw_line: px=0 py=9 nx=112 atx=0 aty=9
1760719025.778081 tty_draw_line: defaults: fg=8, bg=8
1760719025.778083 tty_draw_line: 112 to end of line (0 cleared)
1760719025.778085 tty_clear_line: /dev/ttys005, 112 at 0,9
1760719025.778086 /dev/ttys005: \r
1760719025.778088 /dev/ttys005: \n
1760719025.778090 /dev/ttys005: \033[K
1760719025.778092 screen_redraw_draw_pane: /dev/ttys005 %0 line 0,10 at 0,10, width 112
